dbms,casestudy,criterion,datagenerator,randomseed,testsuitefile,coverage,evaluations,tests,mutationpipeline,scorenumerator,scoredenominator,technique,transactions,testgenerationtime,mutantgenerationtime,originalresultstime,mutationanalysistime,timetaken,failedtestsgenerationtime
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,26,NA,99.2619926199262,201168,269,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,true,4751,4084,160,36882,45889,4092
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,26,NA,98.11320754716981,105734,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,5431,242,23,995,6704,3921
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,99.2619926199262,201168,269,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,true,4699,3960,167,36614,45450,4070
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,98.11320754716981,104586,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,5042,314,30,1060,6457,3752
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,99.2619926199262,201168,269,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,true,4823,4248,173,35656,44912,4159
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,98.11320754716981,105166,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,5189,236,35,999,6472,3601
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,99.2619926199262,201168,269,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,true,4697,4015,179,34799,43701,4065
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,98.11320754716981,107039,52,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,true,5256,250,31,1022,6570,3640
SQLite,parsedcasestudy.BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,99.2619926199262,201168,269,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,true,4815,4178,167,34164,43334,4177
SQLite,parsedcasestudy.Products,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,98.11320754716981,102882,52,AllOperatorsNoFKANormalisedWithClassifiers,58,67,mutantTiming,true,4814,262,27,1000,6117,3955
